artist,title,artist_list,total_weeks,peak_rank,debut_rank,end_rank,peak_week,decay_rate,post_peak_length
DaBaby,Find My Way,['DaBaby'],5,22.0,22.0,98.0,0,-19.0,4
DaBaby,INTRO,['DaBaby'],6,13.0,17.0,90.0,1,-19.25,4
DaBaby,Red Light Green Light,['DaBaby'],5,50.0,51.0,84.0,1,-11.333333333333334,3
DaBaby,VIBEZ,['DaBaby'],20,21.0,21.0,65.0,0,-2.3157894736842106,19
DaBaby Featuring Ashanti & Megan Thee Stallion,NASTY,"['DaBaby', 'Ashanti', 'Megan Thee Stallion']",2,50.0,50.0,96.0,0,-46.0,1
DaBaby Featuring Kevin Gates,POP STAR,"['DaBaby', 'Kevin Gates']",2,49.0,49.0,97.0,0,-48.0,1
DaBaby Featuring Migos,RAW SHIT,"['DaBaby', 'Migos']",2,51.0,51.0,90.0,0,-39.0,1
DaBaby Featuring Offset,Baby Sitter,"['DaBaby', 'Offset']",20,59.0,93.0,92.0,10,-3.6666666666666665,9
DaBaby Featuring YoungBoy Never Broke Again,Jump,"['DaBaby', 'YoungBoy Never Broke Again']",4,17.0,17.0,87.0,0,-23.333333333333332,3
Daddy Yankee,Dura,['Daddy Yankee'],21,43.0,81.0,57.0,13,-2.0,7
Dae Dae,"Wat U Mean (Aye, Aye, Aye)",['Dae Dae'],17,66.0,96.0,95.0,4,-2.4166666666666665,12
Dan + Shay,All To Myself,['Dan + Shay'],20,31.0,96.0,77.0,14,-9.2,5
Dan + Shay,From The Ground Up,['Dan + Shay'],16,48.0,90.0,75.0,8,-3.857142857142857,7
Dan + Shay,Glad You Exist,['Dan + Shay'],29,21.0,63.0,36.0,26,-7.5,2
Dan + Shay,How Not To,['Dan + Shay'],14,57.0,98.0,100.0,10,-14.333333333333334,3
Dan + Shay,Pick Out A Christmas Tree,['Dan + Shay'],5,63.0,77.0,65.0,3,-2.0,1
Dan + Shay,Take Me Home For Christmas,['Dan + Shay'],4,48.0,88.0,89.0,2,-41.0,1
Dan + Shay & Justin Bieber,"10,000 Hours","['Dan + Shay', 'Justin Bieber']",30,4.0,4.0,46.0,0,-1.4482758620689655,29
DaniLeigh Featuring Chris Brown,Easy,"['DaniLeigh', 'Chris Brown']",15,79.0,91.0,95.0,8,-2.6666666666666665,6
Daniel Caesar Featuring H.E.R.,Best Part,"['Daniel Caesar', 'H.E.R.']",19,75.0,81.0,93.0,9,-2.0,9
Dareyes de La Sierra,Frecuencia,['Dareyes de La Sierra'],9,82.0,94.0,94.0,2,-2.0,6
Darius Rucker,For The First Time,['Darius Rucker'],10,58.0,95.0,81.0,8,-23.0,1
Dasha,Austin,['Dasha'],36,18.0,74.0,42.0,22,-1.8461538461538463,13
David Guetta & Bebe Rexha,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']",48,4.0,81.0,33.0,18,-1.0,29
David Guetta Featuring Justin Bieber,2U,"['David Guetta', 'Justin Bieber']",11,16.0,16.0,73.0,0,-5.7,10
David Guetta Featuring Sia & Fetty Wap,Bang My Head,"['David Guetta', 'Sia', 'Fetty Wap']",6,76.0,98.0,93.0,3,-8.5,2
"David Guetta, Alphaville & Ava Max",Forever Young,"['David Guetta', 'Alphaville', 'Ava Max']",5,90.0,99.0,92.0,2,-1.0,2
"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,"['David Guetta', 'Anne-Marie', 'Coi Leray']",14,48.0,96.0,66.0,11,-9.0,2
"David Guetta, Teddy Swims & Tones And I",Gone Gone Gone,"['David Guetta', 'Teddy Swims', 'Tones And I']",3,91.0,92.0,92.0,1,-1.0,1
David Kushner,Daylight,['David Kushner'],31,33.0,48.0,41.0,24,-1.3333333333333333,6
David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,"['David Lee Murphy', 'Kenny Chesney']",13,66.0,95.0,89.0,7,-4.6,5
David Nail,Night's On Fire,['David Nail'],5,81.0,100.0,88.0,3,-7.0,1
Dawin,Dessert,['Dawin'],10,68.0,92.0,100.0,5,-8.0,4
Daya,Hide Away,['Daya'],15,23.0,41.0,46.0,10,-5.75,4
Daya,"Sit Still, Look Pretty",['Daya'],24,28.0,100.0,38.0,13,-1.0,10
DeJ Loaf Featuring Big Sean,Back Up,"['DeJ Loaf', 'Big Sean']",8,52.0,53.0,96.0,2,-8.8,5
Dean Lewis,Be Alright,['Dean Lewis'],29,23.0,94.0,44.0,20,-2.625,8
Demi Lovato,Anyone,['Demi Lovato'],2,34.0,34.0,56.0,0,-22.0,1
Demi Lovato,Confident,['Demi Lovato'],10,23.0,30.0,75.0,2,-7.428571428571429,7
Demi Lovato,Dancing With The Devil,['Demi Lovato'],2,56.0,56.0,98.0,0,-42.0,1
Demi Lovato,I Love Me,['Demi Lovato'],10,18.0,18.0,75.0,0,-6.333333333333333,9
Demi Lovato,Sorry Not Sorry,['Demi Lovato'],35,6.0,52.0,48.0,15,-2.210526315789474,19
Demi Lovato Featuring Ariana Grande,Met Him Last Night,"['Demi Lovato', 'Ariana Grande']",2,61.0,61.0,93.0,0,-32.0,1
Dennis Lloyd,Nevermind,['Dennis Lloyd'],4,86.0,90.0,97.0,1,-5.5,2
Derez De'Shon,Hardaway,"[""Derez De'Shon""]",11,61.0,90.0,100.0,7,-13.0,3
Descendants 2 Cast,It's Goin' Down,['Descendants 2 Cast'],4,77.0,81.0,96.0,1,-9.5,2
Desiigner,Panda,['Desiigner'],40,1.0,96.0,44.0,8,-1.3870967741935485,31
Desiigner,Tiimmy Turner,['Desiigner'],20,34.0,46.0,61.0,4,-1.8,15
Diane Guerrero & Stephanie Beatriz,What Else Can I Do?,"['Diane Guerrero', 'Stephanie Beatriz']",14,27.0,67.0,90.0,3,-6.3,10
Diddy & Bryson Tiller,Gotta Move On,"['Diddy', 'Bryson Tiller']",7,79.0,96.0,97.0,2,-4.5,4
Dierks Bentley,Living,['Dierks Bentley'],16,51.0,82.0,95.0,7,-5.5,8
Dierks Bentley Featuring Brothers Osborne,Burning Man,"['Dierks Bentley', 'Brothers Osborne']",17,45.0,100.0,76.0,10,-5.166666666666667,6
"Dierks Bentley, BRELAND & HARDY",Beers On Me,"['Dierks Bentley', 'BRELAND', 'HARDY']",20,40.0,96.0,92.0,10,-5.777777777777778,9
Diplo Featuring Trippie Redd,Wish,"['Diplo', 'Trippie Redd']",5,79.0,88.0,92.0,2,-6.5,2
"Diplo, Jessie Murph & Polo G",Heartbroken,"['Diplo', 'Jessie Murph', 'Polo G']",5,64.0,64.0,95.0,0,-7.75,4
Disturbed,The Sound Of Silence,['Disturbed'],20,42.0,88.0,79.0,7,-3.0833333333333335,12
Djo,End Of Beginning,['Djo'],21,11.0,51.0,49.0,4,-2.375,16
Doechii,Anxiety,['Doechii'],20,9.0,13.0,47.0,8,-3.4545454545454546,11
Doechii,Denial Is A River,['Doechii'],19,21.0,76.0,97.0,5,-5.846153846153846,13
Doechii Featuring Kodak Black,What It Is (Block Boy),"['Doechii', 'Kodak Black']",29,29.0,98.0,45.0,21,-2.2857142857142856,7
Doja Cat,Agora Hills,['Doja Cat'],39,7.0,18.0,42.0,17,-1.6666666666666667,21
Doja Cat,Attention,['Doja Cat'],3,31.0,31.0,80.0,0,-24.5,2
Doja Cat,Candy,['Doja Cat'],6,86.0,87.0,96.0,2,-3.3333333333333335,3
Doja Cat,Jealous Type,['Doja Cat'],14,28.0,28.0,83.0,0,-4.230769230769231,13
Doja Cat,Need To Know,['Doja Cat'],48,8.0,38.0,47.0,20,-1.4444444444444444,27
Doja Cat,Paint The Town Red,['Doja Cat'],37,1.0,15.0,40.0,4,-1.21875,32
Doja Cat,Streets,['Doja Cat'],20,16.0,91.0,79.0,9,-6.3,10
Doja Cat Featuring Gucci Mane,Like That,"['Doja Cat', 'Gucci Mane']",18,50.0,92.0,82.0,14,-10.666666666666666,3
Doja Cat Featuring Nicki Minaj,Say So,"['Doja Cat', 'Nicki Minaj']",38,1.0,95.0,47.0,17,-2.3,20
Don Toliver,No Idea,['Don Toliver'],11,43.0,68.0,88.0,2,-5.625,8
Don Toliver Featuring Kodak Black,Brother Stone,"['Don Toliver', 'Kodak Black']",2,61.0,61.0,97.0,0,-36.0,1
Don Toliver Featuring Quavo & Offset,HAD ENOUGH,"['Don Toliver', 'Quavo', 'Offset']",2,52.0,52.0,76.0,0,-24.0,1
Don Toliver Featuring Travis Scott,Flocky Flocky,"['Don Toliver', 'Travis Scott']",2,53.0,53.0,98.0,0,-45.0,1
Dove Cameron,Boyfriend,['Dove Cameron'],24,16.0,73.0,35.0,15,-2.375,8
Dr. Dre Featuring Snoop Dogg,Still D.R.E.,"['Dr. Dre', 'Snoop Dogg']",3,23.0,23.0,63.0,0,-20.0,2
Drake,7969 Santa,['Drake'],2,16.0,16.0,81.0,0,-65.0,1
Drake,7am On Bridle Path,['Drake'],3,16.0,16.0,92.0,0,-38.0,2
Drake,8 Out Of 10,['Drake'],3,21.0,21.0,98.0,0,-38.5,2
Drake,8am In Charlotte,['Drake'],3,17.0,17.0,85.0,0,-34.0,2
Drake,9,['Drake'],5,45.0,45.0,87.0,0,-10.5,4
Drake,BackOutsideBoyz,['Drake'],4,9.0,9.0,81.0,0,-24.0,3
Drake,Bahamas Promises,['Drake'],3,20.0,20.0,99.0,0,-39.5,2
Drake,Behind Barz,['Drake'],2,75.0,75.0,83.0,0,-8.0,1
Drake,Blem,['Drake'],4,38.0,38.0,84.0,0,-15.333333333333334,3
Drake,Blue Tint,['Drake'],3,30.0,30.0,80.0,0,-25.0,2
Drake,Can't Have Everything,['Drake'],2,82.0,82.0,97.0,0,-15.0,1
Drake,Can't Take A Joke,['Drake'],4,18.0,18.0,100.0,0,-27.333333333333332,3
Drake,Champagne Poetry,['Drake'],7,4.0,4.0,90.0,0,-14.333333333333334,6
Drake,Circadian Rhythm,['Drake'],4,59.0,69.0,99.0,1,-20.0,2
Drake,Controlla,['Drake'],26,16.0,34.0,49.0,10,-2.2,15
Drake,Daylight,['Drake'],3,8.0,8.0,76.0,0,-34.0,2
Drake,Diplomatic Immunity,['Drake'],3,7.0,7.0,83.0,0,-38.0,2
Drake,Do Not Disturb,['Drake'],2,60.0,60.0,86.0,0,-26.0,1
Drake,Drew A Picasso,['Drake'],2,27.0,27.0,85.0,0,-58.0,1
Drake,Elevate,['Drake'],3,14.0,14.0,67.0,0,-26.5,2
Drake,Emotionless,['Drake'],4,8.0,8.0,99.0,0,-30.333333333333332,3
Drake,Fake Love,['Drake'],25,8.0,24.0,38.0,14,-3.0,10
Drake,Falling Back,['Drake'],2,7.0,7.0,64.0,0,-57.0,1
Drake,Family Matters,['Drake'],6,7.0,7.0,98.0,0,-18.2,5
Drake,Fear Of Heights,['Drake'],3,10.0,10.0,89.0,0,-39.5,2
Drake,Feel No Ways,['Drake'],6,53.0,53.0,91.0,0,-7.6,5
Drake,Finesse,['Drake'],2,42.0,42.0,78.0,0,-36.0,1
Drake,Fire & Desire,['Drake'],4,75.0,75.0,85.0,0,-3.3333333333333335,3
Drake,Free Smoke,['Drake'],4,18.0,18.0,72.0,0,-18.0,3
Drake,Gimme A Hug,['Drake'],11,6.0,6.0,100.0,0,-9.4,10
Drake,God's Plan,['Drake'],36,1.0,1.0,45.0,0,-1.2571428571428571,35
Drake,Hotline Bling,['Drake'],17,3.0,3.0,50.0,0,-2.9375,16
Drake,Hype,['Drake'],10,33.0,33.0,97.0,0,-7.111111111111111,9
Drake,I Guess It's Fuck Me,['Drake'],2,19.0,19.0,81.0,0,-62.0,1
Drake,I'm Upset,['Drake'],16,7.0,19.0,97.0,5,-9.0,10
Drake,In My Feelings,['Drake'],22,1.0,6.0,37.0,1,-1.8,20
Drake,Is There More,['Drake'],2,36.0,36.0,100.0,0,-64.0,1
Drake,Jaded,['Drake'],2,32.0,32.0,67.0,0,-35.0,1
Drake,Jorja Interlude,['Drake'],2,49.0,49.0,83.0,0,-34.0,1
Drake,Jumbotron Shit Poppin,['Drake'],4,16.0,16.0,92.0,0,-25.333333333333332,3
Drake,Madiba Riddim,['Drake'],2,51.0,51.0,84.0,0,-33.0,1
Drake,Massive,['Drake'],7,14.0,14.0,95.0,0,-13.5,6
Drake,Middle Of The Ocean,['Drake'],3,15.0,15.0,99.0,0,-42.0,2
Drake,Nice For What,['Drake'],25,1.0,1.0,39.0,0,-1.5833333333333333,24
Drake,No Face,['Drake'],3,60.0,60.0,88.0,0,-14.0,2
Drake,No Friends In The Industry,['Drake'],8,11.0,11.0,91.0,0,-11.428571428571429,7
Drake,Nokia,['Drake'],27,2.0,10.0,46.0,7,-2.3157894736842106,19
Drake,Nonstop,['Drake'],22,2.0,2.0,46.0,0,-2.0952380952380953,21
Drake,Nothings Into Somethings,['Drake'],2,61.0,61.0,99.0,0,-38.0,1
Drake,Omerta,['Drake'],2,35.0,35.0,99.0,0,-64.0,1
Drake,Papi's Home,['Drake'],4,8.0,8.0,97.0,0,-29.666666666666668,3
Drake,Passionfruit,['Drake'],20,8.0,8.0,81.0,0,-3.8421052631578947,19
Drake,Peak,['Drake'],2,38.0,38.0,93.0,0,-55.0,1
Drake,Pipe Down,['Drake'],4,14.0,14.0,96.0,0,-27.333333333333332,3
Drake,Push Ups,['Drake'],6,17.0,19.0,91.0,1,-18.5,4
Drake,Race My Mind,['Drake'],3,18.0,18.0,89.0,0,-35.5,2
Drake,Raining In Houston,['Drake'],2,43.0,43.0,87.0,0,-44.0,1
Drake,Right Hand,['Drake'],6,66.0,94.0,94.0,2,-9.333333333333334,3
Drake,Sandra's Rose,['Drake'],2,27.0,27.0,63.0,0,-36.0,1
Drake,Search & Rescue,['Drake'],20,2.0,2.0,38.0,0,-1.894736842105263,19
Drake,Signs,['Drake'],6,36.0,36.0,100.0,0,-12.8,5
Drake,Small Town Fame,['Drake'],2,40.0,40.0,97.0,0,-57.0,1
Drake,Sticky,['Drake'],13,6.0,6.0,84.0,0,-6.5,12
Drake,Still Here,['Drake'],10,40.0,40.0,95.0,0,-6.111111111111111,9
Drake,Summer Games,['Drake'],2,28.0,28.0,64.0,0,-36.0,1
Drake,Summer Sixteen,['Drake'],14,6.0,6.0,89.0,0,-6.384615384615385,13
Drake,Survival,['Drake'],2,17.0,17.0,69.0,0,-52.0,1
Drake,TSU,['Drake'],5,9.0,9.0,98.0,0,-22.25,4
Drake,Teenage Fever,['Drake'],4,35.0,35.0,91.0,0,-18.666666666666668,3
Drake,Texts Go Green,['Drake'],2,13.0,13.0,94.0,0,-81.0,1
Drake,That's How You Feel,['Drake'],2,37.0,37.0,68.0,0,-31.0,1
Drake,Time Flies,['Drake'],2,30.0,30.0,94.0,0,-64.0,1
Drake,Toosie Slide,['Drake'],20,1.0,1.0,72.0,0,-3.736842105263158,19
Drake,Tried Our Best,['Drake'],2,21.0,21.0,86.0,0,-65.0,1
Drake,U With Me?,['Drake'],4,44.0,44.0,82.0,0,-12.666666666666666,3
Drake,What Did I Miss?,['Drake'],12,2.0,2.0,100.0,0,-8.909090909090908,11
Drake,What Would Pluto Do,['Drake'],3,18.0,18.0,81.0,0,-31.5,2
Drake,You Broke My Heart,['Drake'],19,11.0,11.0,94.0,0,-4.611111111111111,18
Drake & 21 Savage,Broke Boys,"['Drake', '21 Savage']",4,12.0,12.0,79.0,0,-22.333333333333332,3
Drake & 21 Savage,Circo Loco,"['Drake', '21 Savage']",13,8.0,8.0,87.0,0,-6.583333333333333,12
Drake & 21 Savage,Hours In Silence,"['Drake', '21 Savage']",4,11.0,11.0,88.0,0,-25.666666666666668,3
Drake & 21 Savage,More M's,"['Drake', '21 Savage']",3,18.0,18.0,100.0,0,-41.0,2
Drake & 21 Savage,Privileged Rappers,"['Drake', '21 Savage']",4,7.0,7.0,75.0,0,-22.666666666666668,3
Drake & 21 Savage,Rich Flex,"['Drake', '21 Savage']",28,2.0,2.0,45.0,0,-1.5925925925925926,27
Drake & 21 Savage,Spin Bout U,"['Drake', '21 Savage']",29,5.0,5.0,46.0,0,-1.4642857142857142,28
Drake & 21 Savage,Treacherous Twins,"['Drake', '21 Savage']",3,14.0,14.0,85.0,0,-35.5,2
Drake & Central Cee,Which One,"['Drake', 'Central Cee']",12,23.0,23.0,95.0,0,-6.545454545454546,11
Drake & Future,Big Rings,"['Drake', 'Future']",8,57.0,70.0,73.0,2,-3.2,5
Drake & Future,Jumpman,"['Drake', 'Future']",20,12.0,13.0,49.0,1,-2.0555555555555554,18
Drake & Yebba,Yebba's Heartbreak,"['Drake', 'Yebba']",2,24.0,24.0,76.0,0,-52.0,1
Drake Featuring 2 Chainz & Young Thug,Sacrifices,"['Drake', '2 Chainz', 'Young Thug']",3,36.0,36.0,89.0,0,-26.5,2
Drake Featuring 21 Savage,Sneakin',"['Drake', '21 Savage']",14,28.0,38.0,95.0,1,-5.583333333333333,12
Drake Featuring 21 Savage & Project Pat,Knife Talk,"['Drake', '21 Savage', 'Project Pat']",29,4.0,5.0,46.0,1,-1.5555555555555556,27
Drake Featuring Bad Bunny,Gently,"['Drake', 'Bad Bunny']",3,12.0,12.0,61.0,0,-24.5,2
Drake Featuring Chief Keef,All The Parties,"['Drake', 'Chief Keef']",2,26.0,26.0,89.0,0,-63.0,1
Drake Featuring Fivio Foreign & Sosa Geek,Demons,"['Drake', 'Fivio Foreign', 'Sosa Geek']",2,34.0,34.0,99.0,0,-65.0,1
Drake Featuring Future,Desires,"['Drake', 'Future']",2,27.0,27.0,85.0,0,-58.0,1
Drake Featuring Future,Grammys,"['Drake', 'Future']",9,38.0,38.0,91.0,0,-6.625,8
Drake Featuring Future,N 2 Deep,"['Drake', 'Future']",4,12.0,12.0,88.0,0,-25.333333333333332,3
Drake Featuring Future & Young Thug,Way 2 Sexy,"['Drake', 'Future', 'Young Thug']",20,1.0,1.0,50.0,0,-2.5789473684210527,19
Drake Featuring Giggs,KMT,"['Drake', 'Giggs']",2,48.0,48.0,79.0,0,-31.0,1
Drake Featuring Giggs,No Long Talk,"['Drake', 'Giggs']",2,40.0,40.0,76.0,0,-36.0,1
Drake Featuring Giveon,Chicago Freestyle,"['Drake', 'Giveon']",12,14.0,14.0,93.0,0,-7.181818181818182,11
Drake Featuring J. Cole,First Person Shooter,"['Drake', 'J. Cole']",20,1.0,1.0,56.0,0,-2.8947368421052633,19
Drake Featuring Jay-Z,Love All,"['Drake', 'Jay-Z']",5,10.0,10.0,99.0,0,-22.25,4
Drake Featuring Jay-Z,Talk Up,"['Drake', 'Jay-Z']",3,20.0,20.0,100.0,0,-40.0,2
Drake Featuring Jorja Smith & Black Coffee,Get It Together,"['Drake', 'Jorja Smith', 'Black Coffee']",2,45.0,45.0,68.0,0,-23.0,1
Drake Featuring Kanye West,Glow,"['Drake', 'Kanye West']",2,54.0,54.0,89.0,0,-35.0,1
Drake Featuring Kid Cudi,IMY2,"['Drake', 'Kid Cudi']",2,22.0,22.0,72.0,0,-50.0,1
Drake Featuring Lil Baby,Girls Want Girls,"['Drake', 'Lil Baby']",20,2.0,2.0,57.0,0,-2.8947368421052633,19
Drake Featuring Lil Baby,Wants And Needs,"['Drake', 'Lil Baby']",21,2.0,2.0,49.0,0,-2.35,20
Drake Featuring Lil Durk,Laugh Now Cry Later,"['Drake', 'Lil Durk']",29,2.0,2.0,47.0,0,-1.6071428571428572,28
Drake Featuring Lil Durk & Giveon,In The Bible,"['Drake', 'Lil Durk', 'Giveon']",8,7.0,7.0,94.0,0,-12.428571428571429,7
Drake Featuring Lil Wayne & Rick Ross,You Only Live Twice,"['Drake', 'Lil Wayne', 'Rick Ross']",2,25.0,25.0,83.0,0,-58.0,1
Drake Featuring Lil Yachty,Another Late Night,"['Drake', 'Lil Yachty']",2,29.0,29.0,95.0,0,-66.0,1
Drake Featuring Michael Jackson,Don't Matter To Me,"['Drake', 'Michael Jackson']",5,9.0,9.0,66.0,0,-14.25,4
Drake Featuring PARTYNEXTDOOR,Members Only,"['Drake', 'PARTYNEXTDOOR']",3,24.0,24.0,94.0,0,-35.0,2
Drake Featuring PARTYNEXTDOOR,With You,"['Drake', 'PARTYNEXTDOOR']",7,47.0,47.0,93.0,0,-7.666666666666667,6
Drake Featuring Playboi Carti,Pain 1993,"['Drake', 'Playboi Carti']",3,7.0,7.0,86.0,0,-39.5,2
Drake Featuring Quavo & Travis Scott,Portland,"['Drake', 'Quavo', 'Travis Scott']",16,9.0,9.0,90.0,0,-5.4,15
Drake Featuring Rick Ross,Lemon Pepper Freestyle,"['Drake', 'Rick Ross']",5,3.0,3.0,70.0,0,-16.75,4
Drake Featuring Rick Ross,Money In The Grave,"['Drake', 'Rick Ross']",23,7.0,7.0,46.0,0,-1.7727272727272727,22
Drake Featuring Rihanna,Too Good,"['Drake', 'Rihanna']",29,14.0,52.0,48.0,15,-2.6153846153846154,13
Drake Featuring Sampha,4422,"['Drake', 'Sampha']",2,50.0,50.0,82.0,0,-32.0,1
Drake Featuring Sexyy Red & SZA,Rich Baby Daddy,"['Drake', 'Sexyy Red', 'SZA']",22,11.0,11.0,40.0,0,-1.380952380952381,21
Drake Featuring Static Major & Ty Dolla $ign,After Dark,"['Drake', 'Static Major', 'Ty Dolla $ign']",3,41.0,41.0,82.0,0,-20.5,2
Drake Featuring Teezo Touchdown,Amen,"['Drake', 'Teezo Touchdown']",2,15.0,15.0,88.0,0,-73.0,1
Drake Featuring Tems,Fountains,"['Drake', 'Tems']",2,26.0,26.0,86.0,0,-60.0,1
Drake Featuring The Throne,Pop Style,"['Drake', 'The Throne']",20,16.0,16.0,86.0,0,-3.6842105263157894,19
Drake Featuring Ty Dolla $ign,Get Along Better,"['Drake', 'Ty Dolla $ign']",2,27.0,27.0,78.0,0,-51.0,1
Drake Featuring Wizkid & Kyla,One Dance,"['Drake', 'Wizkid', 'Kyla']",36,1.0,21.0,47.0,4,-1.4838709677419355,31
Drake Featuring Yeat,IDGAF,"['Drake', 'Yeat']",20,2.0,2.0,83.0,0,-4.2631578947368425,19
Drake Featuring Young Thug,Ice Melts,"['Drake', 'Young Thug']",2,62.0,62.0,85.0,0,-23.0,1
"Drake, Young Thug & 21 Savage",It's Up,"['Drake', 'Young Thug', '21 Savage']",5,28.0,28.0,80.0,0,-13.0,4
"Dreamville Featuring J. Cole, Lute & DaBaby",Under The Sun,"['Dreamville', 'J. Cole', 'Lute', 'DaBaby']",3,44.0,44.0,88.0,0,-22.0,2
Dreezy Featuring Jeremih,Body,"['Dreezy', 'Jeremih']",18,62.0,98.0,99.0,9,-4.625,8
Drew Baldridge,She's Somebody's Daughter (Reimagined),['Drew Baldridge'],3,93.0,93.0,98.0,0,-2.5,2
Dua Lipa,Break My Heart,['Dua Lipa'],32,13.0,21.0,50.0,19,-3.0833333333333335,12
Dua Lipa,Don't Start Now,['Dua Lipa'],52,2.0,30.0,38.0,18,-1.0909090909090908,33
Dua Lipa,Houdini,['Dua Lipa'],23,11.0,11.0,48.0,0,-1.6818181818181819,22
Dua Lipa,IDGAF,['Dua Lipa'],23,49.0,92.0,56.0,19,-2.3333333333333335,3
Dua Lipa,Illusion,['Dua Lipa'],18,43.0,43.0,82.0,0,-2.2941176470588234,17
Dua Lipa,Love Again,['Dua Lipa'],16,41.0,89.0,73.0,11,-8.0,4
Dua Lipa,New Rules,['Dua Lipa'],47,6.0,90.0,40.0,26,-1.7,20
Dustin Lynch,Good Girl,['Dustin Lynch'],15,44.0,93.0,97.0,8,-8.833333333333334,6
Dustin Lynch,Mind Reader,['Dustin Lynch'],16,57.0,85.0,87.0,12,-10.0,3
Dustin Lynch,Seein' Red,['Dustin Lynch'],9,55.0,79.0,84.0,4,-7.25,4
Dustin Lynch,Small Town Boy,['Dustin Lynch'],20,36.0,85.0,53.0,11,-2.125,8
Dustin Lynch Featuring Jelly Roll,Chevrolet,"['Dustin Lynch', 'Jelly Roll']",17,50.0,100.0,92.0,12,-10.5,4
Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,Thinking 'Bout You,"['Dustin Lynch', 'Lauren Alaina', 'MacKenzie Porter']",26,30.0,91.0,50.0,13,-1.6666666666666667,12
Dylan Gossett,Coal,['Dylan Gossett'],11,73.0,89.0,87.0,7,-4.666666666666667,3
Dylan Marlowe & Dylan Scott,Boys Back Home,"['Dylan Marlowe', 'Dylan Scott']",5,75.0,75.0,99.0,0,-6.0,4
Dylan Scott,Hooked,['Dylan Scott'],11,48.0,85.0,79.0,8,-15.5,2
Dylan Scott,My Girl,['Dylan Scott'],20,39.0,93.0,87.0,12,-6.857142857142857,7
Dylan Scott,Nobody,['Dylan Scott'],17,50.0,96.0,69.0,12,-4.75,4
Dylan Scott,This Town's Been Too Good To Us,['Dylan Scott'],2,70.0,70.0,80.0,0,-10.0,1
Ed Sheeran,Afterglow,['Ed Sheeran'],10,29.0,59.0,94.0,2,-9.285714285714286,7
Ed Sheeran,Azizam,['Ed Sheeran'],14,28.0,28.0,59.0,0,-2.3846153846153846,13
Ed Sheeran,Bad Habits,['Ed Sheeran'],56,2.0,5.0,25.0,7,-0.4791666666666667,48
Ed Sheeran,Camera,['Ed Sheeran'],14,58.0,58.0,88.0,0,-2.3076923076923075,13
Ed Sheeran,Castle On The Hill,['Ed Sheeran'],33,6.0,6.0,48.0,0,-1.3125,32
Ed Sheeran,Dive,['Ed Sheeran'],2,49.0,49.0,85.0,0,-36.0,1
Ed Sheeran,Eyes Closed,['Ed Sheeran'],20,19.0,26.0,62.0,6,-3.3076923076923075,13
Ed Sheeran,Happier,['Ed Sheeran'],2,59.0,59.0,94.0,0,-35.0,1
Ed Sheeran,Overpass Graffiti,['Ed Sheeran'],2,41.0,41.0,85.0,0,-44.0,1
Ed Sheeran,Sapphire,['Ed Sheeran'],3,74.0,74.0,99.0,0,-12.5,2
Ed Sheeran,Shape Of You,['Ed Sheeran'],58,1.0,1.0,24.0,0,-0.40350877192982454,57
Ed Sheeran,Shivers,['Ed Sheeran'],52,4.0,16.0,34.0,16,-0.8571428571428571,35
Ed Sheeran & Travis Scott,Antisocial,"['Ed Sheeran', 'Travis Scott']",4,37.0,37.0,88.0,0,-17.0,3
Ed Sheeran Featuring Chance the Rapper & PnB Rock,Cross Me,"['Ed Sheeran', 'Chance the Rapper', 'PnB Rock']",10,25.0,34.0,77.0,7,-26.0,2
Ed Sheeran Featuring Lil Baby,2step,"['Ed Sheeran', 'Lil Baby']",15,48.0,51.0,94.0,10,-11.5,4
Ed Sheeran Featuring Luke Combs,Life Goes On,"['Ed Sheeran', 'Luke Combs']",2,66.0,66.0,85.0,0,-19.0,1
Ed Sheeran Featuring Taylor Swift,The Joker And The Queen,"['Ed Sheeran', 'Taylor Swift']",3,21.0,21.0,75.0,0,-27.0,2
Ed Sheeran With Chris Stapleton & Bruno Mars,BLOW,"['Ed Sheeran', 'Chris Stapleton', 'Bruno Mars']",2,60.0,60.0,73.0,0,-13.0,1
El Alfa x Peso Pluma,Plebada,"['El Alfa', 'Peso Pluma']",2,68.0,68.0,84.0,0,-16.0,1
Eladio Carrion & Bad Bunny,Coco Chanel,"['Eladio Carrion', 'Bad Bunny']",2,87.0,87.0,93.0,0,-6.0,1
Eli Young Band,Love Ain't,['Eli Young Band'],18,50.0,81.0,91.0,4,-3.1538461538461537,13
Ella Langley,Choosin' Texas,['Ella Langley'],9,11.0,39.0,26.0,5,-5.0,3
Ella Langley Featuring Riley Green,You Look Like You Love Me,"['Ella Langley', 'Riley Green']",24,30.0,53.0,58.0,15,-3.5,8
Ella Mai,Boo'd Up,['Ella Mai'],35,5.0,78.0,50.0,14,-2.25,20
Ella Mai,Shot Clock,['Ella Mai'],16,62.0,88.0,88.0,8,-3.7142857142857144,7
Ella Mai,Trip,['Ella Mai'],27,11.0,79.0,38.0,10,-1.6875,16
Elle King,Ex's & Oh's,['Elle King'],15,14.0,17.0,49.0,2,-2.9166666666666665,12
